type,gene_id,gene_type,gene_name
gene,ENSG00000248388,lncRNA,ENSG00000248388
gene,ENSG00000150630,protein_coding,VEGFC
gene,ENSG00000287544,lncRNA,ENSG00000287544
gene,ENSG00000249458,lncRNA,ENSG00000249458
gene,ENSG00000250263,lncRNA,LINC02509
gene,ENSG00000222859,misc_RNA,RN7SKP136
gene,ENSG00000249008,lncRNA,ENSG00000249008
gene,ENSG00000109674,protein_coding,NEIL3
gene,ENSG00000249084,lncRNA,ENSG00000249084
gene,ENSG00000038002,protein_coding,AGA
gene,ENSG00000250131,lncRNA,AGA-DT
gene,ENSG00000201931,rRNA,RNA5SP172
gene,ENSG00000251416,lncRNA,ENSG00000251416
gene,ENSG00000231171,lncRNA,LINC01098
gene,ENSG00000251504,lncRNA,LINC01099
gene,ENSG00000253000,snRNA,RNU1-45P
gene,ENSG00000241877,processed_pseudogene,ENSG00000241877
gene,ENSG00000201727,rRNA_pseudogene,RNA5SP173
gene,ENSG00000212191,snoRNA,ENSG00000212191
gene,ENSG00000250839,unprocessed_pseudogene,ENSG00000250839
gene,ENSG00000250993,lncRNA,ENSG00000250993
gene,ENSG00000248921,processed_pseudogene,ENSG00000248921
gene,ENSG00000287083,lncRNA,ENSG00000287083
gene,ENSG00000287775,lncRNA,ENSG00000287775
gene,ENSG00000289951,lncRNA,ENSG00000289951
gene,ENSG00000251025,processed_pseudogene,NDUFB5P1
gene,ENSG00000249883,lncRNA,ENSG00000249883
gene,ENSG00000248197,lncRNA,LINC00290
gene,ENSG00000248770,unprocessed_pseudogene,ENSG00000248770
gene,ENSG00000249460,lncRNA,LINC02500
gene,ENSG00000225356,processed_pseudogene,ENSG00000225356
gene,ENSG00000286860,lncRNA,ENSG00000286860
gene,ENSG00000287948,lncRNA,ENSG00000287948
gene,ENSG00000251336,lncRNA,TEMN3-AS1
gene,ENSG00000251742,misc_RNA,RN7SKP13
gene,ENSG00000177822,lncRNA,TENM3-AS1
gene,ENSG00000251433,processed_pseudogene,CCNHP1
gene,ENSG00000218336,protein_coding,TENM3
gene,ENSG00000248266,lncRNA,ENSG00000248266
gene,ENSG00000290012,lncRNA,ENSG00000290012
gene,ENSG00000221227,miRNA,MIR1305
gene,ENSG00000252343,snRNA,RNU2-34P
gene,ENSG00000251714,misc_RNA,RN7SKP67
gene,ENSG00000248816,lncRNA,ENSG00000248816
gene,ENSG00000248694,lncRNA,ENSG00000248694
gene,ENSG00000286119,lncRNA,ENSG00000286119
gene,ENSG00000272646,lncRNA,ENSG00000272646
gene,ENSG00000129187,protein_coding,DCTD
gene,ENSG00000286821,lncRNA,ENSG00000286821
gene,ENSG00000250636,processed_pseudogene,ENSG00000250636
gene,ENSG00000230219,transcribed_processed_pseudogene,CIBAR1P2
gene,ENSG00000273180,lncRNA,ENSG00000273180
gene,ENSG00000272784,lncRNA,ENSG00000272784
gene,ENSG00000251359,lncRNA,WWC2-AS2
gene,ENSG00000151718,protein_coding,WWC2
gene,ENSG00000251128,lncRNA,WWC2-AS1
gene,ENSG00000177300,protein_coding,CLDN22
gene,ENSG00000185758,protein_coding,CLDN24
gene,ENSG00000250292,processed_pseudogene,ENSG00000250292
gene,ENSG00000248376,processed_pseudogene,ENSG00000248376
gene,ENSG00000168564,protein_coding,CDKN2AIP
gene,ENSG00000213434,processed_pseudogene,VTI1BP2
gene,ENSG00000232648,lncRNA,ING2-DT
gene,ENSG00000168556,protein_coding,ING2
gene,ENSG00000272744,lncRNA,ENSG00000272744
gene,ENSG00000182552,protein_coding,RWDD4
gene,ENSG00000252157,snRNA,RNU6-479P
gene,ENSG00000168538,protein_coding,TRAPPC11
gene,ENSG00000201433,snRNA,RNU6-335P
gene,ENSG00000251739,snRNA,RNU6-1053P
gene,ENSG00000287349,lncRNA,ENSG00000287349
gene,ENSG00000283383,lncRNA,ENSG00000283383
gene,ENSG00000173320,protein_coding,STOX2
gene,ENSG00000248206,lncRNA,ENSG00000248206
gene,ENSG00000283355,TEC,ENSG00000283355
gene,ENSG00000250726,processed_pseudogene,ENSG00000250726
gene,ENSG00000164303,protein_coding,ENPP6
gene,ENSG00000287433,lncRNA,ENSG00000287433
gene,ENSG00000240159,processed_pseudogene,RPL6P16
gene,ENSG00000244512,misc_RNA,RN7SL28P
gene,ENSG00000227765,processed_pseudogene,MYL12BP2
gene,ENSG00000180712,lncRNA,LINC02363
gene,ENSG00000249096,lncRNA,LINC02362
gene,ENSG00000168310,protein_coding,IRF2
gene,ENSG00000251878,snoRNA,SNORD79
gene,ENSG00000270426,lncRNA,ENSG00000270426
gene,ENSG00000271646,lncRNA,IRF2-DT
gene,ENSG00000286292,lncRNA,ENSG00000286292
gene,ENSG00000271538,lncRNA,LINC02427
gene,ENSG00000249056,processed_pseudogene,ENSG00000249056
gene,ENSG00000254233,lncRNA,LINC02365
gene,ENSG00000164305,protein_coding,CASP3
gene,ENSG00000164306,protein_coding,PRIMPOL
gene,ENSG00000151725,protein_coding,CENPU
gene,ENSG00000151726,protein_coding,ACSL1
gene,ENSG00000249138,transcribed_processed_pseudogene,SLED1
gene,ENSG00000251139,lncRNA,ENSG00000251139
gene,ENSG00000286256,lncRNA,ENSG00000286256
gene,ENSG00000251230,lncRNA,MIR3945HG
gene,ENSG00000266698,miRNA,MIR3945
gene,ENSG00000289139,lncRNA,ENSG00000289139
gene,ENSG00000249173,lncRNA,LINC01093
gene,ENSG00000289197,lncRNA,ENSG00000289197
gene,ENSG00000251147,processed_pseudogene,TRPC6P7
gene,ENSG00000263458,miRNA,MIR4455
gene,ENSG00000279460,TEC,ENSG00000279460
gene,ENSG00000248517,lncRNA,LINC02437
gene,ENSG00000187821,protein_coding,HELT
gene,ENSG00000250754,lncRNA,LINC02436
gene,ENSG00000249520,processed_pseudogene,ENSG00000249520
gene,ENSG00000287183,lncRNA,ENSG00000287183
gene,ENSG00000151729,protein_coding,SLC25A4
gene,ENSG00000164323,protein_coding,CFAP97
gene,ENSG00000109762,protein_coding,SNX25
gene,ENSG00000109771,protein_coding,LRP2BP
gene,ENSG00000250410,lncRNA,LRP2BP-AS1
gene,ENSG00000186352,protein_coding,ANKRD37
gene,ENSG00000109775,protein_coding,UFSP2
gene,ENSG00000205129,protein_coding,C4orf47
gene,ENSG00000168491,protein_coding,CCDC110
gene,ENSG00000249679,lncRNA,ENSG00000249679
gene,ENSG00000154553,protein_coding,PDLIM3
gene,ENSG00000154556,protein_coding,SORBS2
gene,ENSG00000233110,lncRNA,SORBS2-AS1
gene,ENSG00000235902,lncRNA,ENSG00000235902
gene,ENSG00000285745,processed_pseudogene,ENSG00000285745
gene,ENSG00000235149,lncRNA,ENSG00000235149
gene,ENSG00000222727,snRNA,RNU4-64P
gene,ENSG00000164342,protein_coding,TLR3
gene,ENSG00000109794,protein_coding,FAM149A
gene,ENSG00000253013,snoRNA,ENSG00000253013
gene,ENSG00000250327,processed_pseudogene,RPSAP70
gene,ENSG00000251008,processed_pseudogene,LTO1P1
gene,ENSG00000279943,TEC,FLJ38576
gene,ENSG00000145476,protein_coding,CYP4V2
gene,ENSG00000290316,protein_coding,ENSG00000290316
gene,ENSG00000164344,protein_coding,KLKB1
gene,ENSG00000088926,protein_coding,F11
gene,ENSG00000251165,lncRNA,F11-AS1
gene,ENSG00000287667,lncRNA,ENSG00000287667
gene,ENSG00000213332,processed_pseudogene,SLC25A5P6
gene,ENSG00000272297,protein_coding,ENSG00000272297
gene,ENSG00000212387,snRNA,RNU6-1055P
gene,ENSG00000168412,protein_coding,MTNR1A
gene,ENSG00000083857,protein_coding,FAT1
gene,ENSG00000287169,lncRNA,ENSG00000287169
gene,ENSG00000250829,lncRNA,ENSG00000250829
gene,ENSG00000272218,lncRNA,ENSG00000272218
gene,ENSG00000249539,processed_pseudogene,MRPS36P2
gene,ENSG00000249742,lncRNA,ENSG00000249742
gene,ENSG00000250971,lncRNA,ENSG00000250971
gene,ENSG00000287571,lncRNA,ENSG00000287571
gene,ENSG00000249747,lncRNA,LINC02374
gene,ENSG00000250658,lncRNA,ENSG00000250658
gene,ENSG00000250042,lncRNA,LINC02514
gene,ENSG00000250620,lncRNA,LINC02515
gene,ENSG00000251643,processed_pseudogene,ENSG00000251643
gene,ENSG00000251490,lncRNA,ENSG00000251490
gene,ENSG00000250590,lncRNA,LINC02492
gene,ENSG00000249642,lncRNA,ENSG00000249642
gene,ENSG00000249162,processed_pseudogene,ADAM20P3
gene,ENSG00000286641,lncRNA,ENSG00000286641
gene,ENSG00000213331,processed_pseudogene,ENSG00000213331
gene,ENSG00000179059,protein_coding,ZFP42
gene,ENSG00000179046,protein_coding,TRIML2
gene,ENSG00000241011,processed_pseudogene,ENSG00000241011
gene,ENSG00000201085,snRNA,RNU6-173P
gene,ENSG00000184108,protein_coding,TRIML1
gene,ENSG00000247130,lncRNA,ENSG00000247130
gene,ENSG00000248370,lncRNA,LINC02434
gene,ENSG00000242169,processed_pseudogene,RPL7AP27
gene,ENSG00000248880,processed_pseudogene,ICE2P1
gene,ENSG00000249378,lncRNA,LINC01060
gene,ENSG00000289879,lncRNA,ENSG00000289879
gene,ENSG00000250523,processed_pseudogene,ENSG00000250523
gene,ENSG00000275826,processed_pseudogene,ENSG00000275826
gene,ENSG00000252275,snRNA,RNU7-192P
gene,ENSG00000180015,processed_pseudogene,ENSG00000180015
gene,ENSG00000278974,TEC,ENSG00000278974
gene,ENSG00000249269,lncRNA,ENSG00000249269
gene,ENSG00000251619,lncRNA,LINC02508
gene,ENSG00000250626,lncRNA,ENSG00000250626
gene,ENSG00000250024,lncRNA,ENSG00000250024
gene,ENSG00000251310,lncRNA,ENSG00000251310
gene,ENSG00000249877,lncRNA,ENSG00000249877
gene,ENSG00000205100,transcribed_processed_pseudogene,HSP90AA4P
gene,ENSG00000250739,lncRNA,LINC01262
gene,ENSG00000272566,lncRNA,ENSG00000272566
gene,ENSG00000202215,snRNA,RNU1-51P
gene,ENSG00000245685,lncRNA,FRG1-DT
gene,ENSG00000250666,lncRNA,LINC01596
gene,ENSG00000109536,protein_coding,FRG1
gene,ENSG00000249462,processed_pseudogene,MLLT10P2
gene,ENSG00000271307,processed_pseudogene,ENSG00000271307
gene,ENSG00000251297,unprocessed_pseudogene,TUBB7P
gene,ENSG00000199572,rRNA_pseudogene,RNA5SP174
gene,ENSG00000201145,rRNA_pseudogene,RNA5SP175
gene,ENSG00000224807,unprocessed_pseudogene,DUX4L9
gene,ENSG00000205097,protein_coding,FRG2
gene,ENSG00000250053,processed_pseudogene,RARRES2P4
gene,ENSG00000214273,processed_pseudogene,AGGF1P1
gene,ENSG00000249003,unprocessed_pseudogene,CLUHP4
gene,ENSG00000281591,lncRNA,DBET
gene,ENSG00000277162,unprocessed_pseudogene,ENSG00000277162
gene,ENSG00000281720,unprocessed_pseudogene,DUX4L8
gene,ENSG00000281652,unprocessed_pseudogene,DUX4L7
gene,ENSG00000281058,unprocessed_pseudogene,DUX4L6
gene,ENSG00000280799,unprocessed_pseudogene,DUX4L5
gene,ENSG00000258834,unprocessed_pseudogene,DUX4L4
gene,ENSG00000280757,unprocessed_pseudogene,DUX4L1
gene,ENSG00000281627,unprocessed_pseudogene,DUX4L3
gene,ENSG00000280457,unprocessed_pseudogene,DUX4L2
gene,ENSG00000260596,protein_coding,DUX4
gene,ENSG00000261914,processed_pseudogene,RPL23AP84
gene,ENSG00000282994,processed_pseudogene,ENSG00000282994
gene,ENSG00000250020,processed_pseudogene,ENSG00000250020
gene,ENSG00000153404,protein_coding,PLEKHG4B
gene,ENSG00000185028,protein_coding,LRRC14B
gene,ENSG00000261434,lncRNA,ENSG00000261434
gene,ENSG00000164366,protein_coding,CCDC127
gene,ENSG00000260774,lncRNA,ENSG00000260774
gene,ENSG00000286001,protein_coding,ENSG00000286001
gene,ENSG00000073578,protein_coding,SDHA
gene,ENSG00000248925,lncRNA,PDCD6-DT
gene,ENSG00000249915,protein_coding,PDCD6
gene,ENSG00000288622,protein_coding,PDCD6-AHRR
gene,ENSG00000250848,processed_pseudogene,ENSG00000250848
gene,ENSG00000063438,protein_coding,AHRR
gene,ENSG00000214278,processed_pseudogene,ENSG00000214278
gene,ENSG00000250645,processed_pseudogene,ENSG00000250645
gene,ENSG00000221990,lncRNA,EXOC3-AS1
gene,ENSG00000180104,protein_coding,EXOC3
gene,ENSG00000188242,lncRNA,PP7080
gene,ENSG00000066230,protein_coding,SLC9A3
gene,ENSG00000225138,lncRNA,SLC9A3-AS1
gene,ENSG00000250385,lncRNA,ENSG00000250385
gene,ENSG00000264233,miRNA,MIR4456
gene,ENSG00000249650,lncRNA,CEP72-DT
gene,ENSG00000112877,protein_coding,CEP72
gene,ENSG00000171368,protein_coding,TPPP
gene,ENSG00000271781,lncRNA,ENSG00000271781
gene,ENSG00000289088,lncRNA,ENSG00000289088
gene,ENSG00000206077,protein_coding,ZDHHC11B
gene,ENSG00000249908,transcribed_unprocessed_pseudogene,BRD9P2
gene,ENSG00000285522,transcribed_unprocessed_pseudogene,ENSG00000285522
gene,ENSG00000288930,lncRNA,ENSG00000288930
gene,ENSG00000188818,protein_coding,ZDHHC11
gene,ENSG00000247872,processed_pseudogene,SPCS2P3
gene,ENSG00000028310,protein_coding,BRD9
gene,ENSG00000071539,protein_coding,TRIP13
gene,ENSG00000287600,lncRNA,ENSG00000287600
gene,ENSG00000248949,lncRNA,ENSG00000248949
gene,ENSG00000288763,lncRNA,ENSG00000288763
gene,ENSG00000250173,lncRNA,ENSG00000250173
gene,ENSG00000215246,lncRNA,LINC02982
gene,ENSG00000272347,lncRNA,ENSG00000272347
gene,ENSG00000145506,protein_coding,NKD2
gene,ENSG00000113504,protein_coding,SLC12A7
gene,ENSG00000263834,miRNA,MIR4635
gene,ENSG00000249201,lncRNA,TERLR1
gene,ENSG00000174358,protein_coding,SLC6A19
gene,ENSG00000164363,protein_coding,SLC6A18
gene,ENSG00000287486,lncRNA,ENSG00000287486
gene,ENSG00000164362,protein_coding,TERT
gene,ENSG00000263670,miRNA,MIR4457
gene,ENSG00000049656,protein_coding,CLPTM1L
gene,ENSG00000286388,lncRNA,ENSG00000286388
gene,ENSG00000250584,lncRNA,LINC01511
gene,ENSG00000248951,processed_pseudogene,MTCO2P32
gene,ENSG00000279908,TEC,ENSG00000279908
gene,ENSG00000142319,protein_coding,SLC6A3
gene,ENSG00000153395,protein_coding,LPCAT1
gene,ENSG00000273742,miRNA,MIR6075
gene,ENSG00000251532,lncRNA,ENSG00000251532
gene,ENSG00000291055,lncRNA,ENSG00000291055
gene,ENSG00000185986,transcribed_unprocessed_pseudogene,SDHAP3
gene,ENSG00000271119,lncRNA,ENSG00000271119
gene,ENSG00000248126,unprocessed_pseudogene,ENSG00000248126
gene,ENSG00000188002,transcribed_unprocessed_pseudogene,PDCD6P1
gene,ENSG00000291079,lncRNA,ENSG00000291079
gene,ENSG00000232615,processed_pseudogene,ENSG00000232615
gene,ENSG00000288549,lncRNA,ENSG00000288549
gene,ENSG00000263746,miRNA,MIR4277
gene,ENSG00000260066,lncRNA,ENSG00000260066
gene,ENSG00000171421,protein_coding,MRPL36
gene,ENSG00000145494,protein_coding,NDUFS6
gene,ENSG00000249966,lncRNA,ENSG00000249966
gene,ENSG00000250417,lncRNA,LINC02116
gene,ENSG00000279222,TEC,ENSG00000279222
gene,ENSG00000113430,protein_coding,IRX4
gene,ENSG00000249116,lncRNA,IRX4-AS1
gene,ENSG00000249326,lncRNA,CTD-2194D22.4
gene,ENSG00000288108,lncRNA,ENSG00000288108
gene,ENSG00000248994,lncRNA,ENSG00000248994
gene,ENSG00000248597,lncRNA,ENSG00000248597
gene,ENSG00000249731,lncRNA,ENSG00000249731
gene,ENSG00000275733,processed_pseudogene,ENSG00000275733
gene,ENSG00000281560,lncRNA,LSINCT5
gene,ENSG00000259757,lncRNA,ENSG00000259757
gene,ENSG00000170561,protein_coding,IRX2
gene,ENSG00000186493,lncRNA,IRX2-DT
gene,ENSG00000289075,lncRNA,ENSG00000289075
gene,ENSG00000249541,processed_pseudogene,ENSG00000249541
gene,ENSG00000248137,lncRNA,ENSG00000248137
gene,ENSG00000248736,lncRNA,ENSG00000248736
gene,ENSG00000249808,lncRNA,LINC01377
gene,ENSG00000248118,lncRNA,LINC01019
gene,ENSG00000249830,lncRNA,LINC02162
gene,ENSG00000250716,lncRNA,LINC01017
gene,ENSG00000170549,protein_coding,IRX1
gene,ENSG00000259603,lncRNA,ENSG00000259603
gene,ENSG00000288978,lncRNA,ENSG00000288978
gene,ENSG00000248962,lncRNA,ENSG00000248962
gene,ENSG00000249994,lncRNA,ENSG00000249994
gene,ENSG00000250921,lncRNA,LINC02063
gene,ENSG00000260763,lncRNA,ENSG00000260763
gene,ENSG00000248973,lncRNA,ENSG00000248973
gene,ENSG00000231291,lncRNA,ENSG00000231291
gene,ENSG00000251371,lncRNA,ENSG00000251371
gene,ENSG00000249521,lncRNA,LINC02114
gene,ENSG00000248311,lncRNA,ENSG00000248311
gene,ENSG00000249941,lncRNA,ENSG00000249941
gene,ENSG00000251506,lncRNA,ENSG00000251506
gene,ENSG00000250481,lncRNA,ENSG00000250481
gene,ENSG00000215231,lncRNA,LINC01020
gene,ENSG00000251426,lncRNA,ENSG00000251426
gene,ENSG00000250529,lncRNA,LINC02121
gene,ENSG00000223007,misc_RNA,RN7SKP73
gene,ENSG00000250579,lncRNA,ADAMTS16-DT
gene,ENSG00000145536,protein_coding,ADAMTS16
gene,ENSG00000250866,lncRNA,ENSG00000250866
gene,ENSG00000251568,processed_pseudogene,ALG3P1
gene,ENSG00000286753,lncRNA,ENSG00000286753
gene,ENSG00000248729,processed_pseudogene,MTCO1P30
gene,ENSG00000250808,processed_pseudogene,MTCO2P30
gene,ENSG00000251476,processed_pseudogene,MTCO1P31
gene,ENSG00000164151,protein_coding,ICE1
gene,ENSG00000286986,lncRNA,ENSG00000286986
gene,ENSG00000261037,lncRNA,ENSG00000261037
gene,ENSG00000259861,lncRNA,ENSG00000259861
gene,ENSG00000278913,TEC,ENSG00000278913
gene,ENSG00000250730,processed_pseudogene,HMGB3P3
gene,ENSG00000250490,lncRNA,LINC02145
gene,ENSG00000133398,protein_coding,MED10
gene,ENSG00000287031,lncRNA,ENSG00000287031
gene,ENSG00000215218,protein_coding,UBE2QL1
gene,ENSG00000271230,processed_pseudogene,ENSG00000271230
gene,ENSG00000250056,lncRNA,LINC01018
gene,ENSG00000037474,protein_coding,NSUN2
gene,ENSG00000145545,protein_coding,SRD5A1
gene,ENSG00000248677,lncRNA,LINC02102
gene,ENSG00000112941,protein_coding,TENT4A
gene,ENSG00000251365,lncRNA,LINC02236
gene,ENSG00000272071,lncRNA,ENSG00000272071
gene,ENSG00000283420,miRNA,MIR4278
gene,ENSG00000250974,lncRNA,LINC02196
gene,ENSG00000200243,misc_RNA,RN7SKP79
gene,ENSG00000250060,lncRNA,ENSG00000250060
gene,ENSG00000212258,rRNA_pseudogene,RNA5SP176
gene,ENSG00000287790,lncRNA,ENSG00000287790
gene,ENSG00000286254,lncRNA,ENSG00000286254
gene,ENSG00000285689,lncRNA,ENSG00000285689
gene,ENSG00000248775,processed_pseudogene,ENSG00000248775
gene,ENSG00000290510,lncRNA,ENSG00000290510
gene,ENSG00000251250,transcribed_unprocessed_pseudogene,ENSG00000251250
gene,ENSG00000205976,unprocessed_pseudogene,ENSG00000205976
gene,ENSG00000251678,lncRNA,ENSG00000251678
gene,ENSG00000250668,lncRNA,LINC02123
gene,ENSG00000249638,lncRNA,ENSG00000249638
gene,ENSG00000249865,lncRNA,ENSG00000249865
gene,ENSG00000223597,lncRNA,LINC02142
gene,ENSG00000078295,protein_coding,ADCY2
gene,ENSG00000250761,lncRNA,ENSG00000250761
gene,ENSG00000215217,protein_coding,C5orf49
gene,ENSG00000124275,protein_coding,MTRR
gene,ENSG00000124279,protein_coding,FASTKD3
gene,ENSG00000251168,lncRNA,ENSG00000251168
gene,ENSG00000199773,snRNA,RNU1-76P
gene,ENSG00000287947,lncRNA,ENSG00000287947
gene,ENSG00000280338,TEC,ENSG00000280338
gene,ENSG00000280251,TEC,ENSG00000280251
gene,ENSG00000249486,unprocessed_pseudogene,ENSG00000249486
gene,ENSG00000288002,lncRNA,ENSG00000288002
gene,ENSG00000245729,lncRNA,LINC02226
gene,ENSG00000249159,lncRNA,ENSG00000249159
gene,ENSG00000251549,unprocessed_pseudogene,ENSG00000251549
gene,ENSG00000272049,lncRNA,ENSG00000272049
gene,ENSG00000247516,lncRNA,MIR4458HG
gene,ENSG00000250037,unprocessed_pseudogene,ENSG00000250037
gene,ENSG00000279075,TEC,ENSG00000279075
gene,ENSG00000284000,miRNA,MIR4458
gene,ENSG00000249782,lncRNA,ENSG00000249782
gene,ENSG00000279097,TEC,ENSG00000279097
gene,ENSG00000279264,TEC,ENSG00000279264
gene,ENSG00000250389,processed_pseudogene,MTND6P2
gene,ENSG00000248765,processed_pseudogene,MTCYBP37
gene,ENSG00000279002,TEC,ENSG00000279002
gene,ENSG00000280373,TEC,ENSG00000280373
gene,ENSG00000279125,TEC,ENSG00000279125
gene,ENSG00000280438,TEC,ENSG00000280438
gene,ENSG00000278877,TEC,ENSG00000278877
gene,ENSG00000260981,lncRNA,ENSG00000260981
gene,ENSG00000280185,TEC,ENSG00000280185
gene,ENSG00000250198,lncRNA,LINC02199
gene,ENSG00000279635,TEC,ENSG00000279635
gene,ENSG00000250619,lncRNA,ENSG00000250619
gene,ENSG00000112902,protein_coding,SEMA5A
gene,ENSG00000266415,miRNA,MIR4636
gene,ENSG00000248537,lncRNA,ENSG00000248537
gene,ENSG00000279698,TEC,ENSG00000279698
gene,ENSG00000251370,lncRNA,SEMA5A-AS1
gene,ENSG00000250001,lncRNA,ENSG00000250001
gene,ENSG00000250786,lncRNA,SNHG18
gene,ENSG00000239112,snoRNA,SNORD123
gene,ENSG00000248525,lncRNA,ENSG00000248525
gene,ENSG00000169777,protein_coding,TAS2R1
gene,ENSG00000249781,lncRNA,LINC02112
gene,ENSG00000222054,rRNA_pseudogene,RNA5SP177
gene,ENSG00000286556,lncRNA,ENSG00000286556
gene,ENSG00000250814,lncRNA,LINC02221
gene,ENSG00000279011,TEC,ENSG00000279011
gene,ENSG00000279755,TEC,ENSG00000279755
gene,ENSG00000278874,TEC,ENSG00000278874
gene,ENSG00000280016,TEC,ENSG00000280016
gene,ENSG00000249807,lncRNA,ENSG00000249807
gene,ENSG00000280449,TEC,ENSG00000280449
gene,ENSG00000280368,TEC,ENSG00000280368
gene,ENSG00000260515,lncRNA,ENSG00000260515
gene,ENSG00000271998,lncRNA,ENSG00000271998
gene,ENSG00000272417,lncRNA,ENSG00000272417
gene,ENSG00000150756,protein_coding,ATPSCKMT
gene,ENSG00000248968,lncRNA,ENSG00000248968
gene,ENSG00000150753,protein_coding,CCT5
gene,ENSG00000271980,lncRNA,ENSG00000271980
gene,ENSG00000271715,lncRNA,ENSG00000271715
gene,ENSG00000164237,protein_coding,CMBL
gene,ENSG00000259802,lncRNA,ENSG00000259802
gene,ENSG00000280369,TEC,ENSG00000280369
gene,ENSG00000145495,protein_coding,MARCHF6
gene,ENSG00000250600,lncRNA,ROPN1L-AS1
gene,ENSG00000145491,protein_coding,ROPN1L
gene,ENSG00000277073,miRNA,MIR6131
gene,ENSG00000246016,lncRNA,LINC01513
gene,ENSG00000244361,processed_pseudogene,RPL30P7
gene,ENSG00000249166,lncRNA,ENSG00000249166
gene,ENSG00000249396,lncRNA,LINC02212
gene,ENSG00000249160,lncRNA,LINC02213
gene,ENSG00000280017,TEC,ENSG00000280017
gene,ENSG00000279450,TEC,ENSG00000279450
gene,ENSG00000164236,protein_coding,ANKRD33B
gene,ENSG00000250106,lncRNA,ANKRD33B-AS1
gene,ENSG00000251196,unprocessed_pseudogene,ENSG00000251196
gene,ENSG00000251548,processed_pseudogene,ENSG00000251548
gene,ENSG00000279979,TEC,ENSG00000279979
gene,ENSG00000278865,TEC,ENSG00000278865
gene,ENSG00000112977,protein_coding,DAP
gene,ENSG00000272324,lncRNA,DAP-DT
gene,ENSG00000250576,lncRNA,ENSG00000250576
gene,ENSG00000169862,protein_coding,CTNND2
gene,ENSG00000207312,snRNA,RNU6-429P
gene,ENSG00000212305,snRNA,RNU6-679P
gene,ENSG00000248783,lncRNA,ENSG00000248783
gene,ENSG00000248131,lncRNA,LINC01194
gene,ENSG00000288967,lncRNA,ENSG00000288967
gene,ENSG00000251112,processed_pseudogene,ENSG00000251112
gene,ENSG00000249053,processed_pseudogene,ENSG00000249053
gene,ENSG00000248457,lncRNA,LINC02220
gene,ENSG00000248145,lncRNA,ENSG00000248145
gene,ENSG00000242608,processed_pseudogene,RPS23P5
gene,ENSG00000248462,processed_pseudogene,NENFP3
gene,ENSG00000243744,processed_pseudogene,ENSG00000243744
gene,ENSG00000039139,protein_coding,DNAH5
gene,ENSG00000251423,lncRNA,ENSG00000251423
gene,ENSG00000038382,protein_coding,TRIO
gene,ENSG00000287581,lncRNA,ENSG00000287581
gene,ENSG00000145569,protein_coding,OTULINL
gene,ENSG00000248791,processed_pseudogene,ENSG00000248791
gene,ENSG00000250526,processed_pseudogene,CCT6P2
gene,ENSG00000250182,processed_pseudogene,EEF1A1P13
gene,ENSG00000261360,lncRNA,OTULIN-DT
gene,ENSG00000154124,protein_coding,OTULIN
gene,ENSG00000154122,protein_coding,ANKH
gene,ENSG00000286970,lncRNA,ENSG00000286970
gene,ENSG00000249485,processed_pseudogene,RBBP4P1
