type,gene_id,gene_type,gene_name,gene_start,gene_end
gene,ENSG00000227139,lncRNA,ENSG00000227139,147697794,147699335
gene,ENSG00000265107,protein_coding,GJA5,147756199,147773362
gene,ENSG00000274415,lncRNA,ENSG00000274415,147757185,147758434
gene,ENSG00000234190,lncRNA,ENSG00000234190,147777590,147788953
gene,ENSG00000121634,protein_coding,GJA8,147902795,147909269
gene,ENSG00000188092,protein_coding,GPR89B,147928393,147993592
gene,ENSG00000290705,lncRNA,ENSG00000290705,147993862,148014956
gene,ENSG00000273059,lncRNA,ENSG00000273059,148011799,148012228
gene,ENSG00000274372,lncRNA,LINC02804,148013203,148025934
gene,ENSG00000206791,snRNA,RNU1-129P,148014417,148014583
gene,ENSG00000206585,snRNA,RNVU1-7,148038753,148038916
gene,ENSG00000263956,protein_coding,NBPF11,148102047,148152322
gene,ENSG00000232265,lncRNA,LINC02805,148156139,148186980
gene,ENSG00000227733,lncRNA,ENSG00000227733,148159213,148255012
gene,ENSG00000199879,snRNA,RNVU1-22,148263476,148263632
gene,ENSG00000234283,lncRNA,LINC01731,148271884,148280749
gene,ENSG00000274020,lncRNA,LINC01138,148290889,148519604
gene,ENSG00000238107,lncRNA,LINC02806,148295180,148297556
gene,ENSG00000224481,lncRNA,ENSG00000224481,148295895,148344638
gene,ENSG00000283676,miRNA,MIR5087,148334479,148334554
gene,ENSG00000202408,snRNA,RNVU1-21,148334612,148334767
gene,ENSG00000272824,lncRNA,ENSG00000272824,148358245,148358686
gene,ENSG00000207340,snRNA,RNVU1-1,148362370,148362533
gene,ENSG00000252135,snRNA,RNU1-155P,148385829,148385963
gene,ENSG00000278596,miRNA,MIR6077,148388282,148388363
gene,ENSG00000238825,snRNA,RNVU1-2,148388490,148388651
gene,ENSG00000291232,lncRNA,ENSG00000291232,148402516,148432545
gene,ENSG00000201183,snRNA,RNVU1-3,148402715,148402875
gene,ENSG00000280649,TEC,ENSG00000280649,148458814,148459871
gene,ENSG00000236334,protein_coding,PPIAL4G,148482548,148483302
gene,ENSG00000274210,snRNA,RNVU1-27,148522601,148522765
gene,ENSG00000270629,protein_coding,NBPF14,148531385,148679742
gene,ENSG00000286019,protein_coding,NOTCH2NLB,148600285,148679746
gene,ENSG00000252515,snRNA,RNU6-1171P,148739379,148739479
gene,ENSG00000177144,protein_coding,NUDT4B,148748774,148752415
gene,ENSG00000178104,protein_coding,PDE4DIP,148808140,149048286
gene,ENSG00000252656,misc_RNA,RN7SKP88,148839483,148839732
gene,ENSG00000222788,snRNA,RNU2-38P,148939739,148939817
gene,ENSG00000254913,lncRNA,ENSG00000254913,149006309,149009527
gene,ENSG00000289642,lncRNA,ENSG00000289642,149013782,149014961
gene,ENSG00000255148,lncRNA,ENSG00000255148,149018671,149026269
gene,ENSG00000254539,lncRNA,ENSG00000254539,149048576,149051273
gene,ENSG00000269713,protein_coding,NBPF9,149052186,149103561
gene,ENSG00000201699,snRNA,RNVU1-24,149162783,149162944
gene,ENSG00000274265,lncRNA,ENSG00000274265,149175748,149259987
gene,ENSG00000289614,lncRNA,ENSG00000289614,149176141,149176931
gene,ENSG00000291233,lncRNA,ENSG00000291233,149197555,149240841
gene,ENSG00000272755,lncRNA,ENSG00000272755,149264252,149264816
gene,ENSG00000286219,protein_coding,NOTCH2NLC,149390621,149471833
gene,ENSG00000286185,protein_coding,ENSG00000286185,149390623,149556361
gene,ENSG00000271383,protein_coding,NBPF19,149475045,149556361
gene,ENSG00000288867,protein_coding,PPIAL4C,149583848,149584607
gene,ENSG00000291158,lncRNA,LINC00869,149606209,149705716
gene,ENSG00000275557,lncRNA,ENSG00000275557,149607765,149612402
gene,ENSG00000206828,snRNA,RNVU1-30,149636766,149636929
gene,ENSG00000290790,lncRNA,ENSG00000290790,149676851,149747818
gene,ENSG00000275229,snRNA,RNU1-68P,149700151,149700296
gene,ENSG00000150337,protein_coding,FCGR1A,149782671,149791675
gene,ENSG00000203814,protein_coding,H2BC18,149782689,149812373
gene,ENSG00000233030,lncRNA,ENSG00000233030,149785659,149793020
gene,ENSG00000183598,protein_coding,H3C13,149813225,149813693
gene,ENSG00000270882,protein_coding,H4C14,149832657,149839767
gene,ENSG00000203811,protein_coding,H3C14,149840687,149841208
gene,ENSG00000288825,protein_coding,H2AC18,149842218,149842750
gene,ENSG00000290791,lncRNA,ENSG00000290791,149842875,149846486
gene,ENSG00000290792,lncRNA,ENSG00000290792,149844498,149850937
gene,ENSG00000288859,protein_coding,H2AC19,149851061,149851594
gene,ENSG00000203852,protein_coding,H3C15,149852608,149853125
gene,ENSG00000270276,protein_coding,H4C15,149854045,149861159
gene,ENSG00000264207,lncRNA,ENSG00000264207,149861271,149862504
gene,ENSG00000184678,protein_coding,H2BC21,149884459,149886682
gene,ENSG00000184260,protein_coding,H2AC20,149886918,149887411
gene,ENSG00000184270,protein_coding,H2AC21,149887469,149887965
gene,ENSG00000178096,protein_coding,BOLA1,149887890,149900798
gene,ENSG00000159164,protein_coding,SV2A,149903318,149917844
gene,ENSG00000143368,protein_coding,SF3B4,149923317,149927803
gene,ENSG00000014914,protein_coding,MTMR11,149928651,149936879
gene,ENSG00000264522,protein_coding,OTUD7B,149937812,150010726
gene,ENSG00000285184,lncRNA,ENSG00000285184,150045660,150067722
gene,ENSG00000136631,protein_coding,VPS45,150067279,150145329
gene,ENSG00000023902,protein_coding,PLEKHO1,150149183,150164720
gene,ENSG00000285554,lncRNA,LINC02988,150173049,150181429
gene,ENSG00000266187,misc_RNA,RN7SL480P,150211632,150211925
gene,ENSG00000143401,protein_coding,ANP32E,150218417,150236156
gene,ENSG00000222222,snRNA,RNU2-17P,150236967,150237156
gene,ENSG00000276110,lncRNA,ENSG00000276110,150255095,150257286
gene,ENSG00000118298,protein_coding,CA14,150257251,150265078
gene,ENSG00000117362,protein_coding,APH1A,150265399,150269580
gene,ENSG00000118292,protein_coding,C1orf54,150268200,150280916
gene,ENSG00000289041,lncRNA,ENSG00000289041,150281114,150282171
gene,ENSG00000159208,protein_coding,CIART,150282543,150287093
gene,ENSG00000266472,protein_coding,MRPS21,150293861,150308979
gene,ENSG00000117360,protein_coding,PRPF3,150321479,150353233
gene,ENSG00000163125,protein_coding,RPRD2,150363091,150476566
gene,ENSG00000143374,protein_coding,TARS2,150487414,150507602
gene,ENSG00000283933,miRNA,MIR6878,150492345,150492410
gene,ENSG00000143369,protein_coding,ECM1,150508062,150513789
gene,ENSG00000228126,lncRNA,FALEC,150515757,150518032
gene,ENSG00000237781,lncRNA,ADAMTSL4-AS2,150548562,150557724
gene,ENSG00000143382,protein_coding,ADAMTSL4,150549369,150560937
gene,ENSG00000264553,miRNA,MIR4257,150551929,150552014
gene,ENSG00000203804,lncRNA,ADAMTSL4-AS1,150560202,150562115
gene,ENSG00000143384,protein_coding,MCL1,150560895,150579738
gene,ENSG00000289457,lncRNA,ENSG00000289457,150561466,150562287
gene,ENSG00000277452,misc_RNA,RN7SL473P,150566562,150566860
gene,ENSG00000274963,misc_RNA,RN7SL600P,150568971,150569269
gene,ENSG00000290074,lncRNA,ENSG00000290074,150579917,150580945
gene,ENSG00000253047,snoRNA,ENSG00000253047,150600539,150600659
gene,ENSG00000143420,protein_coding,ENSA,150600851,150629612
gene,ENSG00000276103,snRNA,U4,106271634,231711647
gene,ENSG00000288880,lncRNA,ENSG00000288880,150629814,150635733
gene,ENSG00000143457,protein_coding,GOLPH3L,150646230,150697154
gene,ENSG00000143452,protein_coding,HORMAD1,150698060,150720895
gene,ENSG00000206931,snRNA,RNU6-1042P,150701866,150701972
gene,ENSG00000163131,protein_coding,CTSS,150730079,150765957
gene,ENSG00000143387,protein_coding,CTSK,150794880,150809577
gene,ENSG00000143437,protein_coding,ARNT,150809713,150876708
gene,ENSG00000200175,snRNA,RNU6-1309P,150812591,150812698
gene,ENSG00000283324,protein_coding,CTXND2,150887136,150913292
gene,ENSG00000143379,protein_coding,SETDB1,150926263,150964744
gene,ENSG00000143418,protein_coding,CERS2,150960583,150975003
gene,ENSG00000259357,lncRNA,ENSG00000259357,150965245,150966256
gene,ENSG00000231073,lncRNA,ENSG00000231073,150973123,150975534
gene,ENSG00000143412,protein_coding,ANXA9,150982249,150995634
gene,ENSG00000143409,protein_coding,MINDY1,150996549,151008376
gene,ENSG00000143363,protein_coding,PRUNE1,151008420,151035713
gene,ENSG00000200759,snRNA,RNU6-884P,151022746,151022852
gene,ENSG00000163141,protein_coding,BNIPL,151036321,151047720
gene,ENSG00000143443,protein_coding,C1orf56,151047751,151051986
gene,ENSG00000197622,protein_coding,CDC42SE1,151050971,151070325
gene,ENSG00000213190,protein_coding,MLLT11,151060397,151069544
gene,ENSG00000143458,protein_coding,GABPB2,151070578,151125542
gene,ENSG00000261168,lncRNA,ENSG00000261168,151130075,151131610
gene,ENSG00000143434,protein_coding,SEMA6C,151131685,151146631
gene,ENSG00000289288,lncRNA,ENSG00000289288,151146793,151148054
gene,ENSG00000163154,protein_coding,TNFAIP8L2,151156649,151159749
gene,ENSG00000163156,protein_coding,SCNM1,151156664,151170296
gene,ENSG00000163155,protein_coding,LYSMD1,151159748,151165948
gene,ENSG00000163157,protein_coding,TMOD4,151169986,151176284
gene,ENSG00000163159,protein_coding,VPS72,151176304,151195321
gene,ENSG00000143398,protein_coding,PIP5K1A,151197949,151249536
gene,ENSG00000159352,protein_coding,PSMD4,151254709,151267479
gene,ENSG00000232671,lncRNA,ZNF687-AS1,151279678,151282000
gene,ENSG00000143373,protein_coding,ZNF687,151281618,151292176
gene,ENSG00000143393,protein_coding,PI4KB,151291797,151327715
gene,ENSG00000265753,misc_RNA,RN7SL444P,151300665,151300964
gene,ENSG00000273481,lncRNA,ENSG00000273481,151327949,151328429
gene,ENSG00000143390,protein_coding,RFX5,151340640,151347326
gene,ENSG00000224645,lncRNA,ENSG00000224645,151340648,151341966
gene,ENSG00000237976,lncRNA,RFX5-AS1,151346938,151348027
gene,ENSG00000143416,protein_coding,SELENBP1,151364304,151372707
gene,ENSG00000159377,protein_coding,PSMB4,151399560,151401937
gene,ENSG00000143442,protein_coding,POGZ,151402724,151459494
gene,ENSG00000238711,misc_RNA,RNY4P25,151439000,151439095
gene,ENSG00000143375,protein_coding,CGN,151510510,151538692
gene,ENSG00000252840,snoRNA,ENSG00000252840,151527831,151527938
gene,ENSG00000143367,protein_coding,TUFT1,151540305,151583583
gene,ENSG00000232536,lncRNA,ENSG00000232536,151540516,151561855
gene,ENSG00000207606,miRNA,MIR554,151545796,151545891
gene,ENSG00000143376,protein_coding,SNX27,151612006,151699091
gene,ENSG00000250734,lncRNA,ENSG00000250734,151612038,151613363
gene,ENSG00000206635,snRNA,RNU6-1062P,151629324,151629430
gene,ENSG00000159409,protein_coding,CELF3,151700058,151716803
gene,ENSG00000227045,lncRNA,ENSG00000227045,151701026,151708386
gene,ENSG00000178796,protein_coding,RIIAD1,151710433,151729805
gene,ENSG00000206980,snRNA,RNU6-662P,151747597,151747700
gene,ENSG00000269621,lncRNA,ENSG00000269621,151755541,151759911
gene,ENSG00000143436,protein_coding,MRPL9,151759647,151763496
gene,ENSG00000143450,protein_coding,OAZ3,151762899,151771334
gene,ENSG00000249602,lncRNA,ENSG00000249602,151763384,151769501
gene,ENSG00000232937,lncRNA,ENSG00000232937,151765709,151766389
gene,ENSG00000268288,lncRNA,ENSG00000268288,151766486,151767000
gene,ENSG00000182134,protein_coding,TDRKH,151770107,151791416
gene,ENSG00000203288,lncRNA,TDRKH-AS1,151790804,151794403
gene,ENSG00000269489,lncRNA,ENSG00000269489,151798054,151798602
gene,ENSG00000213171,protein_coding,LINGO4,151800264,151805419
gene,ENSG00000143365,protein_coding,RORC,151806071,151831845
gene,ENSG00000225556,protein_coding,C2CD4D,151837818,151840557
gene,ENSG00000234614,lncRNA,C2CD4D-AS1,151841877,151850385
gene,ENSG00000196407,protein_coding,THEM5,151847101,151853712
gene,ENSG00000159445,protein_coding,THEM4,151870866,151909637
gene,ENSG00000285651,lncRNA,ENSG00000285651,151885251,151899333
gene,ENSG00000286581,lncRNA,ENSG00000286581,151944890,151953985
gene,ENSG00000197747,protein_coding,S100A10,151982915,151993859
gene,ENSG00000229021,lncRNA,ENSG00000229021,151994531,152042774
gene,ENSG00000163191,protein_coding,S100A11,152032506,152047907
gene,ENSG00000182898,protein_coding,TCHHL1,152084141,152089064
gene,ENSG00000159450,protein_coding,TCHH,152106317,152115444
gene,ENSG00000226716,lncRNA,ENSG00000226716,152122534,152125065
gene,ENSG00000215853,protein_coding,RPTN,152153595,152159228
gene,ENSG00000237975,lncRNA,FLG-AS1,152168125,152445456
gene,ENSG00000236427,lncRNA,CCDST,152205858,152207057
gene,ENSG00000197915,protein_coding,HRNR,152212076,152224193
gene,ENSG00000143631,protein_coding,FLG,152302165,152325239
gene,ENSG00000143520,protein_coding,FLG2,152348735,152360006
gene,ENSG00000143536,protein_coding,CRNN,152409243,152414263
gene,ENSG00000186207,protein_coding,LCE5A,152510803,152512177
gene,ENSG00000169509,protein_coding,CRCT1,152514482,152516008
gene,ENSG00000185966,protein_coding,LCE3E,152565654,152566780
gene,ENSG00000163202,protein_coding,LCE3D,152579381,152580516
gene,ENSG00000244057,protein_coding,LCE3C,152600234,152601086
gene,ENSG00000187238,protein_coding,LCE3B,152613811,152614098
gene,ENSG00000185962,protein_coding,LCE3A,152622834,152623103
gene,ENSG00000187223,protein_coding,LCE2D,152663380,152664659
gene,ENSG00000187180,protein_coding,LCE2C,152675279,152676569
gene,ENSG00000159455,protein_coding,LCE2B,152686123,152687397
gene,ENSG00000187173,protein_coding,LCE2A,152698345,152699442
gene,ENSG00000187170,protein_coding,LCE4A,152708160,152709434
gene,ENSG00000198854,protein_coding,C1orf68,152719522,152720470
gene,ENSG00000203786,protein_coding,KPRP,152758025,152762056
gene,ENSG00000240386,protein_coding,LCE1F,152775140,152777024
gene,ENSG00000186226,protein_coding,LCE1E,152786214,152788426
gene,ENSG00000172155,protein_coding,LCE1D,152796721,152798181
gene,ENSG00000197084,protein_coding,LCE1C,152804832,152806651
gene,ENSG00000196734,protein_coding,LCE1B,152811971,152813108
gene,ENSG00000186844,protein_coding,LCE1A,152827473,152828097
gene,ENSG00000235942,protein_coding,LCE6A,152842856,152843983
gene,ENSG00000285946,protein_coding,LCE7A,152859996,152861252
gene,ENSG00000163206,protein_coding,SMCP,152878322,152885047
gene,ENSG00000289062,lncRNA,ENSG00000289062,152897800,152913134
gene,ENSG00000163207,protein_coding,IVL,152908546,152911886
gene,ENSG00000224308,lncRNA,LINC01527,152930040,152949210
gene,ENSG00000283227,protein_coding,SPRR5,152947206,152949255
gene,ENSG00000184148,protein_coding,SPRR4,152970648,152972574
gene,ENSG00000169474,protein_coding,SPRR1A,152984081,152985814
gene,ENSG00000163209,protein_coding,SPRR3,153001747,153003856
gene,ENSG00000252920,snoRNA,ENSG00000252920,153012482,153012614
gene,ENSG00000169469,protein_coding,SPRR1B,153031203,153032900
gene,ENSG00000163216,protein_coding,SPRR2D,153039732,153041931
gene,ENSG00000241794,protein_coding,SPRR2A,153056120,153057512
gene,ENSG00000196805,protein_coding,SPRR2B,153070226,153071611
gene,ENSG00000203785,protein_coding,SPRR2E,153093135,153106184
gene,ENSG00000244094,protein_coding,SPRR2F,153112121,153113516
gene,ENSG00000159516,protein_coding,SPRR2G,153149582,153150890
gene,ENSG00000229699,lncRNA,ENSG00000229699,153174518,153191676
gene,ENSG00000203784,protein_coding,LELP1,153203430,153205120
gene,ENSG00000203783,protein_coding,PRR9,153217584,153219310
gene,ENSG00000203782,protein_coding,LORICRIN,153259687,153262124
gene,ENSG00000159527,protein_coding,PGLYRP3,153297116,153312952
gene,ENSG00000163218,protein_coding,PGLYRP4,153330120,153348841
gene,ENSG00000207321,snRNA,RNU6-160P,153331622,153331728
gene,ENSG00000163220,protein_coding,S100A9,153357854,153361023
gene,ENSG00000163221,protein_coding,S100A12,153373711,153375621
gene,ENSG00000143546,protein_coding,S100A8,153390032,153391073
gene,ENSG00000184330,protein_coding,S100A7A,153416520,153423222
gene,ENSG00000143556,protein_coding,S100A7,153457744,153460651
gene,ENSG00000263841,misc_RNA,RN7SL44P,153500463,153500764
gene,ENSG00000238279,lncRNA,ENSG00000238279,153533430,153535129
gene,ENSG00000197956,protein_coding,S100A6,153534599,153536244
gene,ENSG00000196420,protein_coding,S100A5,153537147,153541765
gene,ENSG00000196154,protein_coding,S100A4,153543613,153550136
gene,ENSG00000188015,protein_coding,S100A3,153547329,153549258
gene,ENSG00000196754,protein_coding,S100A2,153561108,153567890
gene,ENSG00000285867,lncRNA,ENSG00000285867,153586813,153606283
gene,ENSG00000188643,protein_coding,S100A16,153606886,153613145
gene,ENSG00000189334,protein_coding,S100A14,153614255,153616986
gene,ENSG00000189171,protein_coding,S100A13,153618787,153631360
gene,ENSG00000271853,lncRNA,ENSG00000271853,153626332,153634340
gene,ENSG00000160678,protein_coding,S100A1,153627926,153632039
gene,ENSG00000272030,lncRNA,ENSG00000272030,153631438,153634397
gene,ENSG00000160679,protein_coding,CHTOP,153633982,153646306
gene,ENSG00000143553,protein_coding,SNAPIN,153658703,153661852
gene,ENSG00000143621,protein_coding,ILF2,153661788,153671028
gene,ENSG00000169418,protein_coding,NPR1,153678688,153693992
gene,ENSG00000274940,miRNA,MIR8083,153689705,153689793
gene,ENSG00000242565,misc_RNA,RN7SL372P,153704088,153704385
gene,ENSG00000143624,protein_coding,INTS3,153728050,153774808
gene,ENSG00000243613,lncRNA,ENSG00000243613,153746851,153751227
gene,ENSG00000233222,lncRNA,ENSG00000233222,153750983,153752176
gene,ENSG00000143554,protein_coding,SLC27A3,153774354,153780157
gene,ENSG00000143614,protein_coding,GATAD2B,153789030,153923360
gene,ENSG00000291199,lncRNA,ENSG00000291199,153793937,153796302
gene,ENSG00000284738,lncRNA,ENSG00000284738,153923284,153935245
gene,ENSG00000198837,protein_coding,DENND4B,153929501,153946718
gene,ENSG00000289935,lncRNA,ENSG00000289935,153945551,153946000
gene,ENSG00000160741,protein_coding,CRTC2,153947669,153958615
gene,ENSG00000143570,protein_coding,SLC39A1,153959099,153968184
gene,ENSG00000285779,protein_coding,ENSG00000285779,153959151,153975887
gene,ENSG00000276584,miRNA,MIR6737,153962351,153962420
gene,ENSG00000282386,lncRNA,ENSG00000282386,153964361,153965070
gene,ENSG00000273026,lncRNA,ENSG00000273026,153966516,153966930
gene,ENSG00000143578,protein_coding,CREB3L4,153967534,153974361
gene,ENSG00000143543,protein_coding,JTB,153974269,153977674
gene,ENSG00000285641,protein_coding,ENSG00000285641,153975850,153986246
gene,ENSG00000272654,lncRNA,JTB-DT,153977727,153979160
gene,ENSG00000143545,protein_coding,RAB13,153981617,153986358
gene,ENSG00000177954,protein_coding,RPS27,153990762,153992155
gene,ENSG00000143552,protein_coding,NUP210L,153992690,154155116
gene,ENSG00000200220,snRNA,RNU6-179P,154039916,154040022
gene,ENSG00000263987,miRNA,MIR5698,154104521,154104592
gene,ENSG00000143549,protein_coding,TPM3,154155308,154194648
gene,ENSG00000264384,misc_RNA,RN7SL431P,154166245,154166549
gene,ENSG00000215938,miRNA,MIR190B,154193665,154193743
gene,ENSG00000163263,protein_coding,CFAP141,154199085,154206333
gene,ENSG00000143612,protein_coding,C1orf43,154206696,154220637
gene,ENSG00000143569,protein_coding,UBAP2L,154220179,154271510
gene,ENSG00000201129,snoRNA,SNORA58B,154259727,154259862
gene,ENSG00000143575,protein_coding,HAX1,154272355,154275875
gene,ENSG00000252682,snoRNA,ENSG00000252682,154288460,154288527
gene,ENSG00000212292,snRNA,RNU6-239P,154295503,154295601
gene,ENSG00000222457,snRNA,RNU6-121P,154297650,154297748
gene,ENSG00000143595,protein_coding,AQP10,154321090,154325325
gene,ENSG00000143515,protein_coding,ATP8B2,154325525,154351304
gene,ENSG00000238365,snRNA,RNU7-57P,154338743,154338802
gene,ENSG00000228013,lncRNA,IL6R-AS1,154402328,154406564
gene,ENSG00000160712,protein_coding,IL6R,154405193,154469450
gene,ENSG00000169291,protein_coding,SHE,154469772,154502412
gene,ENSG00000273110,lncRNA,ENSG00000273110,154480012,154481501
gene,ENSG00000163239,protein_coding,TDRD10,154502219,154548147
gene,ENSG00000160714,protein_coding,UBE2Q1,154548577,154559028
gene,ENSG00000229780,lncRNA,UBE2Q1-AS1,154553609,154555017
